Departamento,year,month,agg_ValorObservado
ANTIOQUIA,2023,1,79.2483636832445
ANTIOQUIA,2023,2,77.28295289146614
ANTIOQUIA,2023,3,82.43820862500897
ANTIOQUIA,2023,4,82.08736990598491
ANTIOQUIA,2023,5,79.58228128081359
ANTIOQUIA,2023,6,75.50751945991632
ANTIOQUIA,2023,7,74.7899183866485
ANTIOQUIA,2023,8,74.70768704015008
ANTIOQUIA,2023,9,72.09331504240888
ANTIOQUIA,2023,10,77.36016837674296
ANTIOQUIA,2023,11,76.9461755066242
ANTIOQUIA,2023,12,0.12476370510396975
ANTIOQUIA,2024,1,0.2
ANTIOQUIA,2024,3,64.60200090266285
ANTIOQUIA,2024,4,72.63051212938005
ANTIOQUIA,2024,5,77.04115805236647
ANTIOQUIA,2024,6,75.88283086356668
ANTIOQUIA,2024,7,67.99949281487743
ANTIOQUIA,2024,8,71.10342358469457
ANTIOQUIA,2024,9,73.27749276317675
ANTIOQUIA,2024,10,80.44285039476328
ANTIOQUIA,2024,11,81.64552170386735
ANTIOQUIA,2024,12,78.87063558477766
ANTIOQUIA,2025,1,77.13117887596279
ANTIOQUIA,2025,2,77.1517562647249
ANTIOQUIA,2025,3,79.59165240806665
ARAUCA,2015,7,91.11299760191847
ARAUCA,2015,8,94.8176119402985
ARAUCA,2015,9,90.98314245810057
ARAUCA,2015,10,92.0106779661017
ARAUCA,2015,11,92.2971086036671
ARAUCA,2015,12,81.52876693766937
ARAUCA,2016,1,47.81617486338797
ARAUCA,2016,2,73.99736613603473
ARAUCA,2016,3,70.0353369272237
ARAUCA,2016,4,92.10610335195533
ARAUCA,2016,5,93.58914518317505
ARAUCA,2016,6,92.61178521617852
ARAUCA,2016,7,92.8466711772666
ARAUCA,2016,8,92.15213802435723
ARAUCA,2016,9,90.27674125874125
ARAUCA,2016,10,89.16812668463614
ARAUCA,2016,11,91.85875695732838
ARAUCA,2016,12,84.60171507607193
ARAUCA,2017,1,75.25628164556964
ARAUCA,2017,2,64.40104477611939
ARAUCA,2017,3,0.0
ARAUCA,2017,4,0.0070571827057182715
ARAUCA,2017,5,0.07019125683060108
ARAUCA,2017,6,0.09724137931034481
ARAUCA,2017,7,0.13433566433566435
ARAUCA,2017,8,0.04543396226415095
ARAUCA,2017,9,83.48675889328065
ARAUCA,2017,10,92.86891615541926
ARAUCA,2017,11,86.02722419928826
ARAUCA,2017,12,72.61770623742454
ARAUCA,2018,1,82.03650385604111
ARAUCA,2018,2,75.29942363112393
ARAUCA,2018,3,84.55816164817752
ARAUCA,2018,4,96.34172043010753
ARAUCA,2018,5,94.4747211895911
ARAUCA,2018,6,95.41145833333333
ARAUCA,2018,7,92.4233022636485
ARAUCA,2018,8,94.51653386454183
ARAUCA,2018,9,92.26888544891641
ARAUCA,2018,10,89.9818297331639
ARAUCA,2018,11,85.46324167872648
ARAUCA,2018,12,68.57152588555859
ARAUCA,2019,1,66.93569553805776
ARAUCA,2019,2,74.19376899696047
ARAUCA,2019,3,76.73728179551122
ARAUCA,2019,4,81.79166666666667
ARAUCA,2019,5,85.21370967741936
ARAUCA,2019,6,89.34524271844663
ARAUCA,2019,7,89.95128052412149
ARAUCA,2019,8,90.03267716535433
ARAUCA,2019,9,89.14502437625463
ARAUCA,2019,10,89.42566765578638
ARAUCA,2019,11,87.0457951706911
ARAUCA,2019,12,83.39071956960323
ARAUCA,2020,1,73.51752958579885
ARAUCA,2020,2,61.175770020533896
ARAUCA,2020,3,61.506476683937834
ARAUCA,2020,4,71.72342225113854
ARAUCA,2020,5,86.47981037367536
ARAUCA,2020,6,89.75450819672132
ARAUCA,2020,7,91.4299640610961
ARAUCA,2020,8,89.92019319227231
ARAUCA,2020,9,89.7577922077922
ARAUCA,2020,10,90.38939256572982
ARAUCA,2020,11,90.88382917466411
ARAUCA,2020,12,82.13063492063493
ARAUCA,2021,1,72.13197674418599
ARAUCA,2021,2,78.71804999999999
ARAUCA,2021,3,80.63950276243091
ARAUCA,2021,4,86.34519177320733
ARAUCA,2021,5,91.47032221594121
ARAUCA,2021,6,91.42166666666667
ARAUCA,2021,7,92.46949327817994
ARAUCA,2021,8,90.46420824295011
ARAUCA,2021,9,88.84353741496598
ARAUCA,2021,10,88.5673662830061
ARAUCA,2021,11,80.18861788617886
ARAUCA,2021,12,76.45949720670392
ARAUCA,2022,1,63.291777188328915
ARAUCA,2022,2,83.16621983914209
ARAUCA,2022,4,94.17546583850931
ARAUCA,2022,5,86.49832775919732
ARAUCA,2022,6,91.83501683501683
ARAUCA,2022,8,90.94949494949495
ARAUCA,2022,9,92.81913043478261
ARAUCA,2022,10,91.41284403669725
ARAUCA,2022,11,91.05479452054794
ARAUCA,2022,12,67.85081585081585
ARAUCA,2023,1,74.45635528330781
ARAUCA,2023,2,68.83048211508553
ARAUCA,2023,3,84.92168674698796
ARAUCA,2023,4,92.89847009735745
ARAUCA,2023,5,86.40890125173853
ARAUCA,2023,6,93.46714285714286
ARAUCA,2023,7,93.66099290780141
ARAUCA,2023,8,84.20325644504763
ARAUCA,2023,9,89.57395833333334
ARAUCA,2023,10,91.95624999999995
ARAUCA,2023,11,83.72286995515695
ARAUCA,2023,12,73.42676282051278
ARAUCA,2024,1,46.510656934306574
ARAUCA,2024,2,67.84000000000002
ARAUCA,2024,3,74.02125181950518
ARAUCA,2024,4,78.92459283387625
ARAUCA,2024,5,91.3355428571429
ARAUCA,2024,6,92.09165991902833
ARAUCA,2024,7,92.55528619528619
ARAUCA,2024,8,89.41147098515513
ARAUCA,2024,9,90.47634880803007
ARAUCA,2024,10,86.85040760869555
ARAUCA,2024,11,86.33620564808108
ARAUCA,2024,12,76.41228813559334
ARAUCA,2025,1,58.50215827338124
ARAUCA,2025,2,86.63873873873872
ARAUCA,2025,3,74.70000000000007
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2023,9,84.88701451549628
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2023,10,85.7265567314792
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2023,11,82.90968788627936
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2023,12,80.03409557716007
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2024,1,78.7278320806885
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2024,2,73.69759245697547
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2024,3,77.44807181386362
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2024,4,79.84807739608101
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2024,5,81.76632097291652
ARCHIPIÉLAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,2024,6,88.68704347826088
ATLANTICO,2006,10,77.90967741935484
ATLANTICO,2006,11,80.47514910536779
ATLANTICO,2006,12,77.92238805970149
ATLANTICO,2007,1,80.52521008403362
ATLANTICO,2007,2,79.00898203592814
ATLANTICO,2007,3,79.98536585365854
ATLANTICO,2007,4,82.29225908372828
ATLANTICO,2007,5,83.02194787379973
ATLANTICO,2007,6,80.68491124260355
ATLANTICO,2007,7,80.55820476858345
ATLANTICO,2007,8,82.45529573590096
