,Departamento,Year,Month/Day,Rain_day,Rain_month,Temp_day,Temp_month,Humi_day,Humi_month
6114,CASANARE,2021,6,0.0,1380.9,,23.386685089367113,,88.202617944324
6115,CAUCA,2021,6,0.0,3723.7999999999993,,16.934287240552685,,82.22771812271029
6116,CESAR,2021,6,0.0,425.20000000000005,,27.472571136915903,,
6117,CHOCO,2021,6,0.0,15252.20000000004,,23.939710494690164,,
6118,CORDOBA,2021,6,0.0,1094.2,,26.721227758010464,,
6119,CUNDINAMARCA,2021,6,0.0,4399.980999999996,,13.29684475919809,,
6120,GUAINIA,2021,6,0.0,237.3,,25.479947916666667,,
6121,GUAVIARE,2021,6,0.0,0.0,,,,
6122,HUILA,2021,6,0.0,1677.6999999999994,,18.95921792330206,,
6123,LA GUAJIRA,2021,6,0.0,21.100000000000005,,28.363556162895193,,
6124,MAGDALENA,2021,6,0.0,1872.1800000000003,,24.68370287698413,,
6125,META,2021,6,0.0,2397.7599999999984,,22.612638888888885,,
6126,NARINO,2021,6,0.0,1363.6479999999995,,14.701637281335495,,
6127,NORTE DE SANTANDER,2021,6,0.0,1871.4000000000008,,20.07686419487553,,
6128,PUTUMAYO,2021,6,0.0,796.8000000000002,,22.559305555555557,,
6129,QUINDIO,2021,6,0.0,398.70000000000005,,17.37080326971981,,
6130,RISARALDA,2021,6,0.0,596.4000000000001,,19.510530974999472,,
6131,SAN ANDRES PROVIDENCIA,2021,6,0.0,471.1,,28.576848445666624,,
6132,SANTANDER,2021,6,0.0,1014.5,,16.681818090239467,,
6133,SUCRE,2021,6,0.0,676.2,,29.39264099537215,,
6134,TOLIMA,2021,6,0.0,1475.3,,14.462645204574587,,
6135,VALLE DEL CAUCA,2021,6,0.0,2079.4,,20.32815585771196,,
6136,VAUPES,2021,6,0.0,146.60000000000002,,,,
6137,VICHADA,2021,6,0.0,0.0,,,,
6138,AMAZONAS,2021,7,0.0,205.14000000000001,,25.003419270480652,,67.92550186163014
6139,ANTIOQUIA,2021,7,0.0,3360.0909999999963,,20.484786714547234,,74.89179986378065
6140,ARAUCA,2021,7,0.0,1554.0999999999997,,20.24292844342038,,92.44109212365849
6141,ATLANTICO,2021,7,0.0,1042.3,,28.070245616505055,,67.11466257920904
6142,BOGOTA,2021,7,0.0,130.39999999999995,,10.92137343994473,,34.642619538763554
6143,BOLIVAR,2021,7,0.0,1610.7699999999998,,26.980453539109345,,83.8322414977114
6144,BOYACA,2021,7,0.0,3010.8999999999955,,17.09689743283081,,78.59243918664791
6145,CALDAS,2021,7,0.0,5316.700000000003,,19.694610069752688,,76.18415985824494
6146,CAQUETA,2021,7,0.0,666.3999999999997,,19.75729860014255,,74.51798074507549
6147,CASANARE,2021,7,0.0,2764.5499999999993,,21.551174943271455,,87.42567887735507
6148,CAUCA,2021,7,0.0,3763.100000000001,,19.646567063587096,,69.42477151467618
6149,CESAR,2021,7,0.0,772.5000000000001,,22.678839187416802,,
6150,CHOCO,2021,7,0.0,20624.00000000005,,20.05249438917546,,
6151,CORDOBA,2021,7,0.0,2078.399999999999,,27.342351950814262,,
6152,CUNDINAMARCA,2021,7,0.0,2660.639999999997,,13.690624310929106,,
6153,GUAINIA,2021,7,0.0,219.90000000000003,,25.627579365079367,,
6154,GUAVIARE,2021,7,0.0,0.0,,,,
6155,HUILA,2021,7,0.0,1604.0999999999983,,18.777095524934747,,
6156,LA GUAJIRA,2021,7,0.0,42.07999999999999,,28.717187936342523,,
6157,MAGDALENA,2021,7,0.0,1545.3099999999997,,25.146172555043524,,
6158,META,2021,7,0.0,2353.1299999999974,,21.99448924731183,,
6159,NARINO,2021,7,0.0,1369.8410000000003,,18.282969388546732,,
6160,NORTE DE SANTANDER,2021,7,0.0,1744.2999999999997,,19.7498469917196,,
6161,PUTUMAYO,2021,7,0.0,779.9000000000003,,21.527956989247308,,
6162,QUINDIO,2021,7,0.0,463.10000000000025,,20.907666888207054,,
6163,RISARALDA,2021,7,0.0,861.7999999999997,,21.01353247291491,,
6164,SAN ANDRES PROVIDENCIA,2021,7,0.0,205.10000000000002,,29.01080093352432,,
6165,SANTANDER,2021,7,0.0,820.2,,20.066956525851843,,
6166,SUCRE,2021,7,0.0,1200.9,,28.45447344115306,,
6167,TOLIMA,2021,7,0.0,1375.4999999999989,,20.243198011905257,,
6168,VALLE DEL CAUCA,2021,7,0.0,1880.9999999999975,,20.686054117352953,,
6169,VAUPES,2021,7,0.0,156.0,,,,
6170,VICHADA,2021,7,0.0,0.0,,,,
6171,AMAZONAS,2021,8,0.0,26.75,,26.32813716836524,,94.4656479984056
6172,ANTIOQUIA,2021,8,0.0,4501.555999999994,,19.44848413766545,,79.03936568297063
6173,ARAUCA,2021,8,0.0,1326.2000000000003,,19.52001992429459,,90.35475190337539
6174,ATLANTICO,2021,8,0.0,817.97,,27.35878541172645,,70.46106725904023
6175,BOGOTA,2021,8,0.0,240.88,,12.030305771478776,,38.248370704177006
6176,BOLIVAR,2021,8,0.0,1837.7699999999995,,26.1459087493873,,78.58317654535944
6177,BOYACA,2021,8,0.0,4126.127999999995,,16.535730933693255,,79.46169130534763
6178,CALDAS,2021,8,0.0,4445.099999999999,,18.78378557252719,,77.2253722992758
6179,CAQUETA,2021,8,0.0,267.2000000000001,,21.00986249572028,,76.76402619944231
6180,CASANARE,2021,8,0.0,2381.229999999999,,22.433028446893765,,85.30960233799905
6181,CAUCA,2021,8,0.0,4448.999999999997,,19.054183456556594,,73.80807520038876
6182,CESAR,2021,8,0.0,816.3000000000003,,22.04661520143364,,
6183,CHOCO,2021,8,0.0,24778.000000000076,,20.410924533934576,,
6184,CORDOBA,2021,8,0.0,2587.7999999999997,,26.77818577499169,,
6185,CUNDINAMARCA,2021,8,0.0,3176.0709999999967,,13.805858605522705,,
6186,GUAINIA,2021,8,0.0,72.5,,26.225232251663705,,
6187,GUAVIARE,2021,8,0.0,0.0,,,,
6188,HUILA,2021,8,0.0,1049.8000000000006,,19.194271352857402,,
6189,LA GUAJIRA,2021,8,0.0,305.55,,28.00084062587053,,
6190,MAGDALENA,2021,8,0.0,1932.7600000000004,,24.642761313510665,,
6191,META,2021,8,0.0,1589.8299999999988,,22.821987270286904,,
6192,NARINO,2021,8,0.0,859.0960000000006,,17.87677643672791,,
6193,NORTE DE SANTANDER,2021,8,0.0,2283.5999999999995,,20.354576173829688,,
6194,PUTUMAYO,2021,8,0.0,349.99999999999994,,23.107632699544464,,
6195,QUINDIO,2021,8,0.0,949.1999999999995,,20.126451749938308,,
6196,RISARALDA,2021,8,0.0,1140.6,,20.213893065021686,,
6197,SAN ANDRES PROVIDENCIA,2021,8,0.0,600.7,,28.689867543206166,,
6198,SANTANDER,2021,8,0.0,939.3999999999999,,19.50351919305165,,
6199,SUCRE,2021,8,0.0,1896.4999999999998,,28.34634447692561,,
6200,TOLIMA,2021,8,0.0,2490.199999999997,,20.237735156406536,,
6201,VALLE DEL CAUCA,2021,8,0.0,3706.199999999999,,20.273307878940802,,
6202,VAUPES,2021,8,0.0,0.0,,,,
6203,VICHADA,2021,8,0.0,0.0,,,,
6204,AMAZONAS,2021,9,6.81,0.0,25.97179487179487,28.716917293233085,95.7741935483871,99.58153594771242
6205,ANTIOQUIA,2021,9,306.80999999999983,7276.057999999998,19.83971895906432,19.403140642132353,78.53826737851658,77.97109480247533
6206,ARAUCA,2021,9,72.20000000000002,1815.4000000000008,14.00925925925926,17.8805040976122,95.00370370370368,89.03252924552142
6207,ATLANTICO,2021,9,10.990000000000002,756.2299999999999,26.98333333333333,27.621255383561728,100.0,71.54950410391092
6208,BOGOTA,2021,9,1.6700000000000008,196.45000000000005,13.750704225352116,13.163222140710955,83.09154929577466,62.38698986342593
6209,BOLIVAR,2021,9,2.05,3986.9699999999993,29.66986301369862,26.472943188998162,71.0886075949367,82.04229604999561
6210,BOYACA,2021,9,369.40000000000015,4570.534999999996,17.6241239379085,15.640601243062406,82.59751253731334,77.3746825927416
6211,CALDAS,2021,9,18.9,4132.499999999998,19.694256587355174,19.32736968571499,77.42664224691359,77.57488633824894
6212,CAQUETA,2021,9,0.3,590.4000000000001,21.250004039408868,20.70211694174959,76.98669349753699,76.53822514125912
6213,CASANARE,2021,9,8.899999999999997,2765.5799999999986,24.209375,22.70275924064623,84.91666666666667,84.86191985872698
6214,CAUCA,2021,9,23.1,4542.899999999998,18.49440267942584,19.322733900251567,86.26573118072288,72.51481437219105
6215,CESAR,2021,9,0.0,516.0000000000001,27.504166666666663,22.11822979888433,,
6216,CHOCO,2021,9,1059.0000000000034,34406.50000000012,20.384787828947392,22.520821602058316,,
6217,CORDOBA,2021,9,142.09999999999997,2564.399999999999,26.16760563380281,26.7797475634605,,
6218,CUNDINAMARCA,2021,9,1630.8109999999992,2052.843999999998,18.35071069941715,15.448036706646576,,
6219,GUAINIA,2021,9,1.4,414.9,26.394117647058824,26.678967391304347,,
6220,GUAVIARE,2021,9,0.0,0.0,,,,
6221,HUILA,2021,9,14.599999999999996,1091.9999999999995,20.37064620626153,19.660315041667094,,
6222,LA GUAJIRA,2021,9,0.8099999999999999,387.4400000000001,26.470967741935485,27.884805438734308,,
6223,MAGDALENA,2021,9,16.34,1114.0100000000002,29.049056603773582,24.777211684305488,,
6224,META,2021,9,15.679999999999993,1732.6499999999999,22.767051282051284,23.257175294597282,,
6225,NARINO,2021,9,260.48799999999983,1232.4060000000002,17.6011815140845,18.151646190943666,,
6226,NORTE DE SANTANDER,2021,9,1.9000000000000004,1789.8999999999994,19.102490342245996,20.554133510476273,,
6227,PUTUMAYO,2021,9,0.6000000000000001,359.8999999999999,,23.085905797101454,,
6228,QUINDIO,2021,9,0.5,842.8,20.78648335025379,20.332550180025677,,
6229,RISARALDA,2021,9,74.13799999999998,738.1000000000005,19.98979389705883,20.46390904460856,,
6230,SAN ANDRES PROVIDENCIA,2021,9,0.9,421.70000000000005,27.71739130434782,28.94819224173174,,
6231,SANTANDER,2021,9,90.43999999999998,2818.899999999998,19.1156222413793,19.208403886837118,,
6232,SUCRE,2021,9,6.999999999999998,1870.6000000000001,27.206153846153843,28.882540473454288,,
6233,TOLIMA,2021,9,9.399999999999997,1886.7999999999984,21.10254490605429,20.04562808964184,,
6234,VALLE DEL CAUCA,2021,9,68.349,4643.8,20.923763435684613,20.606610984382094,,
6235,VAUPES,2021,9,0.0,0.0,,,,
6236,VICHADA,2021,9,0.0,129.8,,26.914583333333333,,
6237,AMAZONAS,2021,10,2.9000000000000004,0.0,26.34358974358974,31.266666666666666,97.08176100628933,100.0
6238,ANTIOQUIA,2021,10,305.7139999999999,4572.756999999996,19.67732793755138,19.144102193632207,75.84383459518605,82.55081067157847
6239,ARAUCA,2021,10,106.29999999999994,1329.8000000000004,16.675,15.095130925382001,95.72500000000002,88.58441018301025
6240,ATLANTICO,2021,10,14.82,1529.6500000000003,27.57083333333334,27.214459522421127,98.625,79.87771903238328
6241,BOGOTA,2021,10,0.86,633.8900000000001,14.12285714285714,14.703638942874079,81.11428571428571,65.66876597755329
6242,BOLIVAR,2021,10,0.0,4159.119999999996,28.76341463414634,28.029439504276212,60.38613861386138,80.24731428809002
6243,BOYACA,2021,10,277.1999999999997,6435.493999999993,17.33217314250914,16.464256503696312,83.24531440329214,79.80594674099626
6244,CALDAS,2021,10,79.80000000000001,4618.199999999992,19.39074551962808,18.97500757873535,79.042277129005,79.72219025786619
6245,CAQUETA,2021,10,10.899999999999997,606.1,20.18210810897436,21.616031327224082,80.37999951768492,76.9589278490644
6246,CASANARE,2021,10,1.6,2202.87,23.46250000000001,23.19654822340618,87.54545454545455,83.83045932683616
6247,CAUCA,2021,10,23.499999999999982,4240.099999999998,18.39279928333333,18.481467507381346,86.45460996666668,83.48977494134343
6248,CESAR,2021,10,0.0,665.7,28.45217391304348,23.38947391383302,,
6249,CHOCO,2021,10,1033.7000000000023,33670.40000000011,19.891043906249987,23.867330656263213,,
6250,CORDOBA,2021,10,168.49999999999997,2935.099999999999,27.30112359550562,26.533505313788485,,
6251,CUNDINAMARCA,2021,10,1710.52,3294.820999999995,18.282544344410887,16.39453620343167,,
6252,GUAINIA,2021,10,7.799999999999999,462.1000000000001,25.975,26.784933106865083,,
6253,GUAVIARE,2021,10,0.0,201.0,,25.570690476190475,,
6254,HUILA,2021,10,103.29999999999995,1733.2999999999993,19.11072597510372,20.07729868066868,,
6255,LA GUAJIRA,2021,10,0.6,389.4700000000001,26.635000000000005,27.770125578401608,,
6256,MAGDALENA,2021,10,9.109999999999998,1954.9899999999998,29.697959183673472,24.70814323724824,,
6257,META,2021,10,27.33999999999999,1794.3999999999994,22.12925,23.50282857204912,,
6258,NARINO,2021,10,123.419,1725.1290000000008,18.24713054892602,17.835610128519583,,
6259,NORTE DE SANTANDER,2021,10,7.899999999999998,2522.1999999999994,18.632956607858866,20.110053492430332,,
6260,PUTUMAYO,2021,10,31.99999999999999,361.5999999999999,,23.925385694249645,,
6261,QUINDIO,2021,10,6.799999999999997,1446.5999999999995,20.694514166666664,20.168670229554618,,
6262,RISARALDA,2021,10,61.46700000000005,1319.2,20.07370389455784,19.973496529369392,,
6263,SAN ANDRES PROVIDENCIA,2021,10,30.500000000000007,426.2,27.095454545454547,28.990745595475513,,
6264,SANTANDER,2021,10,81.28000000000007,3527.399999999998,18.61469134657836,19.33467058207299,,
6265,SUCRE,2021,10,7.499999999999998,1385.8000000000002,27.72083333333333,27.823955651623763,,
6266,TOLIMA,2021,10,98.5,3387.9999999999955,19.88265834770116,19.854378306776976,,
6267,VALLE DEL CAUCA,2021,10,43.61200000000002,4517.199999999995,20.52953210748156,20.041847771553517,,
6268,VAUPES,2021,10,1.9,0.0,,,,
6269,VICHADA,2021,10,0.0,166.8,,26.824327956989244,,
6270,AMAZONAS,2021,11,0.41,0.0,26.92439024390244,,96.92546583850933,
6271,ANTIOQUIA,2021,11,342.00499999999994,3348.8019999999933,19.2553343372483,18.99454686594633,79.95390844809866,78.25138629941951
6272,ARAUCA,2021,11,143.49999999999997,749.8000000000002,17.306944444444444,11.670135484119642,89.62916666666668,81.27255006509748
6273,ATLANTICO,2021,11,10.18,840.5399999999998,27.808333333333326,27.291454078211686,97.33333333333331,78.53269045363582
6274,BOGOTA,2021,11,0.24,566.9800000000001,14.370967741935488,11.651888289156867,79.94354838709675,65.69937525762548
6275,BOLIVAR,2021,11,0.0,1656.2299999999996,28.9090909090909,27.321916558011726,57.455357142857146,75.50907860394004
6276,BOYACA,2021,11,276.5999999999996,3425.8879999999963,16.567766214896224,16.317834385546444,86.64192274844721,79.64990815656206
6277,CALDAS,2021,11,189.5999999999995,4517.999999999992,19.151868312327828,18.824333579164065,79.11180208606162,81.2474104112182
6278,CAQUETA,2021,11,28.200000000000003,675.5999999999999,19.99633849358974,21.664072848014282,81.06491125401924,73.49377103217402
6279,CASANARE,2021,11,5.6000000000000005,448.8140000000001,24.383333333333344,23.706328056897437,83.02083333333333,79.18783714511117
6280,CAUCA,2021,11,51.50000000000005,2716.099999999999,18.137657483333328,18.011296428019833,89.04951303389825,87.44909746519946
6281,CESAR,2021,11,0.0,460.1000000000001,28.85869565217392,22.348394244505037,,
6282,CHOCO,2021,11,1094.100000000003,31980.100000000122,20.35133947780677,21.16047559610146,,
6283,CORDOBA,2021,11,148.59999999999997,2236.9999999999995,27.563736263736256,26.58452387440326,,
6284,CUNDINAMARCA,2021,11,1702.1510000000003,2986.1619999999944,17.410921629629627,13.846322343863404,,
6285,GUAINIA,2021,11,0.2,126.3,25.837499999999995,27.11605390486575,,
6286,GUAVIARE,2021,11,0.0,198.10000000000002,,25.706105072463775,,
6287,HUILA,2021,11,86.70000000000006,2008.8999999999996,19.158444892268708,19.480618685822506,,
6288,LA GUAJIRA,2021,11,0.5,234.4000000000001,27.48703703703704,27.554540961316775,,
6289,MAGDALENA,2021,11,12.269999999999996,530.3300000000002,30.60178571428571,24.325555011105283,,
6290,META,2021,11,8.05,549.9000000000002,22.399749999999987,24.932583575426392,,
6291,NARINO,2021,11,137.21799999999996,2694.3469999999984,18.60087767790261,17.542560647203864,,
6292,NORTE DE SANTANDER,2021,11,23.500000000000007,4231.899999999998,18.069208514056225,19.205503526795674,,
6293,PUTUMAYO,2021,11,56.400000000000034,429.6000000000001,,24.03103448275862,,
6294,QUINDIO,2021,11,20.200000000000006,2339.5579999999977,20.85688583333337,19.961554022805352,,
6295,RISARALDA,2021,11,123.27899999999973,1836.6999999999994,20.356495679525228,19.702104808455275,,
6296,SAN ANDRES PROVIDENCIA,2021,11,5.0,451.6,27.80555555555556,28.47633539323167,,
6297,SANTANDER,2021,11,109.39000000000004,2631.199999999997,18.40238357493858,19.07652094738085,,
6298,SUCRE,2021,11,9.7,1203.8000000000004,28.175,26.600356014333034,,
6299,TOLIMA,2021,11,143.19999999999996,4440.799999999995,19.810430204590837,19.10914054170828,,
6300,VALLE DEL CAUCA,2021,11,288.5649999999999,4254.699999999997,20.48041960285136,19.718236256841116,,
6301,VAUPES,2021,11,0.3,0.0,,,,
6302,VICHADA,2021,11,0.0,90.89999999999999,,27.19940029985007,,
6303,AMAZONAS,2021,12,23.4,0.0,26.476744186046517,,96.88343558282207,
6304,ANTIOQUIA,2021,12,248.04100000000005,1377.1719999999996,20.25163800167222,19.39242552348843,74.90009519628103,80.8129132909252
6305,ARAUCA,2021,12,42.20000000000002,3.6,17.615277777777774,4.1023550724637685,73.79305555555555,76.475
6306,ATLANTICO,2021,12,12.85,726.3000000000001,26.96250000000001,27.36535631125251,99.91666666666669,80.03312808655845
6307,BOGOTA,2021,12,0.0,115.65999999999998,14.77391304347826,11.487926736859107,67.8840579710145,60.19907198481837
6308,BOLIVAR,2021,12,0.8899999999999999,269.34000000000003,28.89782608695652,27.61462334000228,62.55238095238095,74.57435879264682
6309,BOYACA,2021,12,63.00000000000004,1724.6899999999998,17.477508801212142,17.01814124118589,76.07537009562846,77.88255817059986
6310,CALDAS,2021,12,22.5,3714.099999999994,20.0453889934573,19.133190363505815,75.68079774364813,80.20772932206874
6311,CAQUETA,2021,12,1.3,73.49999999999999,21.0056830448718,21.943248637893078,77.0737961093248,73.13869819112556
6312,CASANARE,2021,12,0.6,58.404,24.39583333333333,23.892726470497458,77.52083333333333,74.47758576845656
6313,CAUCA,2021,12,36.30000000000002,2158.599999999999,18.894502466666683,18.546845565913394,83.74909958646613,87.6078801476007
6314,CESAR,2021,12,0.0,124.99999999999999,28.46000000000001,21.83202932548485,,
6315,CHOCO,2021,12,1067.5000000000036,29064.000000000102,20.400196875,20.48434625177042,,
6316,CORDOBA,2021,12,53.7,1293.7,28.446875000000016,27.115171082261238,,
6317,CUNDINAMARCA,2021,12,141.29999999999995,1655.6900000000003,19.701454340912196,14.732563261477273,,
6318,GUAINIA,2021,12,0.1,153.4,27.34583333333333,27.068114295125167,,
6319,GUAVIARE,2021,12,0.0,14.7,,26.35180555555555,,
6320,HUILA,2021,12,7.599999999999998,1447.1999999999991,20.242645279999948,19.81166159716729,,
6321,LA GUAJIRA,2021,12,0.1,329.5,26.66229508196722,27.697997530272378,,
6322,MAGDALENA,2021,12,14.159999999999998,50.1,29.76530612244899,24.336001150763572,,
6323,META,2021,12,0.2,257.0,23.234666666666666,24.202858575143527,,
6324,NARINO,2021,12,3.930000000000002,2966.2159999999963,18.7630286,17.50802812228013,,
6325,NORTE DE SANTANDER,2021,12,0.1,7267.399999999996,18.310763293269243,18.65140951899189,,
6326,PUTUMAYO,2021,12,7.600000000000002,570.9000000000001,,24.190596484585203,,
6327,QUINDIO,2021,12,3.0000000000000004,1134.907,21.03774951388892,20.179783467245105,,
6328,RISARALDA,2021,12,52.249000000000045,803.6000000000006,20.62296422535218,20.34946692902389,,
6329,SAN ANDRES PROVIDENCIA,2021,12,0.0,252.4,28.21764705882353,28.07607921607378,,
6330,SANTANDER,2021,12,11.779999999999992,1145.6,19.037227563395813,19.387687189734525,,
6331,SUCRE,2021,12,6.700000000000001,869.5000000000003,28.63055555555557,27.883697388471774,,
6332,TOLIMA,2021,12,1.7000000000000002,2127.2999999999984,20.88778121163167,19.647425626452666,,
6333,VALLE DEL CAUCA,2021,12,18.543,2428.655999999997,20.85283352085356,20.312352444456284,,
6334,VAUPES,2021,12,0.4,0.0,,,,
6335,VICHADA,2021,12,0.0,36.3,,27.360477053140094,,
6336,AMAZONAS,2022,1,0.0,0.0,,,,
6337,ANTIOQUIA,2022,1,91.94700000000002,762.2659999999995,19.44515514204548,19.092498075876204,83.52987495565415,77.39647136504945
6338,ARAUCA,2022,1,0.0,0.0,4.291666666666667,3.522356106300783,72.16666666666667,63.65975129585327
6339,ATLANTICO,2022,1,21.260000000000005,566.7,27.324999999999992,26.87867176053428,78.09677419354838,86.69937017029378
6340,BOGOTA,2022,1,0.0,20.159999999999997,11.436334513274344,9.989331966789218,53.007471731448746,54.89869299541722
6341,BOLIVAR,2022,1,0.07,56.53,28.121794871794872,27.043730990941103,71.21153846153847,83.4734948472233
6342,BOYACA,2022,1,33.800000000000026,430.7450000000001,17.01842387044536,17.574346140723073,76.48179135009312,76.85942179886317
6343,CALDAS,2022,1,79.20000000000003,2017.999999999998,19.37439937758966,19.200598124923765,80.44001181926753,78.21354323786193
6344,CAQUETA,2022,1,0.0,214.70000000000002,22.4771660897436,21.594896316137813,66.39814080128205,69.0188445596933
6345,CASANARE,2022,1,0.2,6.716,24.16035943005179,24.161391377218134,69.6134498172324,63.59850968766402
6346,CAUCA,2022,1,69.20000000000005,1017.9000000000004,19.278751753048788,18.43796495902983,87.20693101694911,84.57008919638852
6347,CESAR,2022,1,0.1,34.300000000000004,21.745691859296493,20.64710360479119,,
6348,CHOCO,2022,1,961.0000000000034,16710.200000000055,20.82493065268064,19.67681715315114,,
6349,CORDOBA,2022,1,34.400000000000006,771.2000000000002,27.187500000000004,26.971450633510447,,
6350,CUNDINAMARCA,2022,1,45.70000000000004,297.65000000000003,15.003620505812156,14.183362194886726,,
6351,GUAINIA,2022,1,0.0,16.099999999999994,27.947826086956525,27.21181997658643,,
6352,GUAVIARE,2022,1,0.0,0.7,26.254166666666663,24.961501317523055,,
6353,HUILA,2022,1,0.8,601.7000000000002,21.12214785984847,19.40414708761133,,
6354,LA GUAJIRA,2022,1,5.719999999999999,157.14000000000004,27.62612612612612,25.82578047942007,,
6355,MAGDALENA,2022,1,0.0,23.300000000000004,24.065131578947376,24.559298958582133,,
6356,META,2022,1,0.0,44.0,23.50805168981482,22.96160604391645,,
6357,NARINO,2022,1,13.9,1076.7739999999994,18.06053848263253,17.431241760508275,,
6358,NORTE DE SANTANDER,2022,1,188.99999999999991,2032.4999999999995,18.82005625830257,18.60973836806126,,
6359,PUTUMAYO,2022,1,0.0,79.10000000000001,25.62340425531915,24.189215425531916,,
6360,QUINDIO,2022,1,14.342999999999993,1037.3559999999995,20.42920736968727,20.42367572690708,,
6361,RISARALDA,2022,1,6.499999999999997,632.9999999999994,20.56313428490994,20.157874887344132,,
6362,SAN ANDRES PROVIDENCIA,2022,1,7.4,83.79999999999998,27.745833333333337,27.53386967501098,,
6363,SANTANDER,2022,1,20.1,152.60000000000005,19.565185918153183,19.564629474854023,,
6364,SUCRE,2022,1,28.700000000000014,465.4000000000001,27.5125,27.529410302000027,,
6365,TOLIMA,2022,1,16.499999999999993,591.7,20.240627918395603,19.601940400760498,,
6366,VALLE DEL CAUCA,2022,1,54.60000000000018,1248.7999999999986,19.901057513283774,20.101722946786307,,
6367,VAUPES,2022,1,0.0,0.0,,,,
6368,VICHADA,2022,1,0.0,6.300000000000001,27.1875,27.231510051425904,,
6369,AMAZONAS,2022,2,0.0,170.93000000000004,,24.37552700440715,,91.23703161392496
6370,ANTIOQUIA,2022,2,160.9729999999998,1079.855,19.04628897687456,20.105249897312934,84.23148408577885,73.16339597322047
6371,ARAUCA,2022,2,0.0,26.599999999999994,3.6458333333333335,3.398013868847203,71.83333333333333,84.19142054604009
6372,ATLANTICO,2022,2,13.369999999999996,577.9300000000001,27.11458333333333,28.095437369791934,74.625,75.2915825152045
6373,BOGOTA,2022,2,0.03,309.04,11.672033628318594,11.211070006819273,35.61164601769914,66.00662699581923
6374,BOLIVAR,2022,2,0.26,509.06000000000006,28.303225806451614,27.55268460603668,72.30322580645161,78.67278191098455
6375,BOYACA,2022,2,34.300000000000004,1247.8849999999998,17.315512286661132,15.098438304283604,73.46693091537132,64.85783099854771
6376,CALDAS,2022,2,282.5999999999992,1914.1999999999996,19.21606521543405,18.14896073166096,81.7549091325757,75.95097987201318
6377,CAQUETA,2022,2,0.0,291.90000000000003,22.84882506410256,23.247359479120764,61.98099801282051,42.049649805736735
6378,CASANARE,2022,2,0.2,235.85200000000003,24.28869230769233,25.046663630842787,62.96809919137469,63.36040063835975
6379,CAUCA,2022,2,100.49999999999996,1118.6000000000001,19.3250942640364,18.447890956560475,85.00625646511622,83.81394084815705
6380,CESAR,2022,2,0.0,2910.5,21.71715459798994,25.281268675880458,,
6381,CHOCO,2022,2,1035.600000000003,15434.300000000036,20.39069837587007,21.09128471700421,,
6382,CORDOBA,2022,2,45.900000000000006,857.3000000000002,27.446666666666676,27.37576470654383,,
6383,CUNDINAMARCA,2022,2,6.300000000000001,2004.8769999999988,14.915879933502197,14.085779045186152,,
6384,GUAINIA,2022,2,0.0,40.0,27.586956521739125,27.530133808756997,,
6385,GUAVIARE,2022,2,0.0,61.600000000000016,25.450000000000003,,,
6386,HUILA,2022,2,26.999999999999996,1009.1000000000007,20.890463219696965,20.066201627186548,,
6387,LA GUAJIRA,2022,2,3.33,65.27,27.562162162162164,26.950225669321053,,
6388,MAGDALENA,2022,2,0.2,85.70000000000002,24.26712328767122,24.156235402151104,,
6389,META,2022,2,0.0,474.79999999999933,23.940573958333356,24.42999727040835,,
6390,NARINO,2022,2,31.70000000000002,1694.4919999999984,18.16788412078153,16.102405849037766,,
6391,NORTE DE SANTANDER,2022,2,230.2,6349.099999999998,19.06335696835908,19.22455319959065,,
6392,PUTUMAYO,2022,2,49.6,241.2,25.20625,23.332992069753686,,
6393,QUINDIO,2022,2,1.3000000000000005,1172.944999999999,20.716412586345385,20.562436248912743,,
6394,RISARALDA,2022,2,51.10000000000007,1581.8999999999999,20.403553795045056,20.887997662510752,,
6395,SAN ANDRES PROVIDENCIA,2022,2,0.0,94.9,28.34090909090909,27.75523108125924,,
6396,SANTANDER,2022,2,0.1,1161.4,19.61371251314409,19.52000681180925,,
6397,SUCRE,2022,2,24.80000000000001,467.70000000000005,28.45625,28.161710345079914,,
6398,TOLIMA,2022,2,64.00000000000001,1084.3999999999994,20.144573389355735,19.587603466893253,,
6399,VALLE DEL CAUCA,2022,2,75.90000000000006,2249.6999999999985,20.63852472515855,21.214483068670663,,
6400,VAUPES,2022,2,0.0,0.0,,,,
6401,VICHADA,2022,2,0.0,48.70000000000001,26.729166666666668,27.934282822440714,,
6402,AMAZONAS,2022,3,0.0,94.14,,24.190843685300205,,93.76869824016562
6403,ANTIOQUIA,2022,3,2.075,1321.6349999999993,19.506718160642556,20.490610591099717,76.66247156956004,82.1166479173001
6404,ARAUCA,2022,3,0.0,0.0,3.4318181818181817,,52.875,
6405,ATLANTICO,2022,3,20.85,429.5100000000001,26.310344827586206,22.895481414418914,93.4,79.1796355033855
6406,BOGOTA,2022,3,0.0,47.58000000000001,10.093296842105264,13.924320525489005,36.62750000000002,94.84093839493839
6407,BOLIVAR,2022,3,0.0,835.6899999999998,26.53283582089553,27.939105204339075,82.14925373134328,82.54808571126462
6408,BOYACA,2022,3,39.40000000000004,170.87899999999993,17.482972261753485,18.050013392133348,74.72607654377885,76.52095014192469
6409,CALDAS,2022,3,130.7,216.59999999999962,19.292354227498407,15.384086015321405,80.96763987699863,87.11008480786607
